hint_countries,segment_raw,frequency,top1_ror_id,top1_display,top1_score,top2_ror_id,top2_display,top2_score,top3_ror_id,top3_display,top3_score
KE,"Tropical Biology Association, Nairobi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/02tjeq988,Association of Media Women in Kenya,70.0,https://ror.org/01tbz5160,National Nurses Association of Kenya,67.6
MA,"Materials Science, Energy and Nanoengineering (MSN) Department, Mohammed VI Polytechnic University, Lot 660 - Hay Moulay Rachid, Ben Guerir, 43150, Morocco",5,https://ror.org/03xc55g68,Université Mohammed VI Polytechnique,75.0,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/00s1ymf55,ACRI-EC (Morocco),69.6
MZ,"National Malaria Control Program, Maputo, Mozambique",5,https://ror.org/057ec1n13,Radio Moçambique,78.6,https://ror.org/01t3f4t10,ActionAid,75.0,https://ror.org/05qpxvg63,Associação Azul Moçambique,61.2
MA,"School of Collective Intelligence, Mohammed VI Polytechnic University, Ben Guerir, Morocco",5,https://ror.org/00s1ymf55,ACRI-EC (Morocco),76.9,https://ror.org/025rbpt60,Eurofilet (Morocco),75.9,https://ror.org/03xc55g68,Université Mohammed VI Polytechnique,75.0
ZM,"World Agroforestry, Lusaka, Zambia",5,https://ror.org/01trzn684,World Agroforestry Centre,86.4,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/03gh19d69,University of Zambia,61.5
KE,"UNICEF, Nairobi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/003ad2905,Farm Africa Kenya,68.8,https://ror.org/049pxhr81,The Nairobi Women’s Hospital,64.9
MA,"Laboratory of Chemistry and Biochemistry, Faculty of Medicine and Pharmacy, Ibn Zohr University, Laayoune, 70000, Morocco",5,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/00s1ymf55,ACRI-EC (Morocco),69.6,https://ror.org/04dkqr510,Assystem (Morocco),66.7
CM,"Chantal BIYA International Reference Centre for Research on HIV/AIDS Prevention and Management (CIRCB), Yaoundé, Cameroon",5,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/01a84bt29,Centre International De Reference Chantal Biya,71.3,https://ror.org/02g4e1v18,Metabiota (Cameroon),66.7
ET,"Fenot Project, School of Population and Public Health, University of British Columbia, Addis Ababa, Ethiopia",5,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/01gcmye25,Mattu University,81.2,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0
ET,"Tigray Regional Health Bureau, Tigray, Mekelle, Ethiopia",5,https://ror.org/00b2nf889,Amhara Regional Health Bureau,86.2,https://ror.org/02wamc992,Sidama Regional Health Bureau,86.2,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3
RW,"Center for Impact, Innovation and Capacity Building in Health Information Systems and Nutrition (CIIC-HIN), Kigali, Rwanda",5,https://ror.org/01x80wa12,OAZIS Health,66.7,https://ror.org/031wbcc95,Digital Umuganda (Rwanda),62.9,https://ror.org/04y98b529,Pax Press (Rwanda),61.5
UG,"East Africa Centre for Vaccines and Immunization (ECAVI), Kampala, Uganda",5,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
ET,"Public Health Emergency Management and Health Research Directorate, Oromia Health Bureau, Addis Ababa, Ethiopia",5,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
MW,"UNICEF, Lilongwe, Malawi",5,https://ror.org/03k6h6357,Museum of Malawi,66.7,https://ror.org/02x9c2945,Alliance One Tobacco (Malawi),63.6,https://ror.org/004rh7a97,Public Health Institute of Malawi,62.9
MA,"Laboratory of Engineering and Applied Technologies, School of Technology, Beni Mellal, Morocco",5,https://ror.org/022dg8423,Danone (Morocco),75.0,https://ror.org/00s1ymf55,ACRI-EC (Morocco),72.0,https://ror.org/04dkqr510,Assystem (Morocco),69.2
KE,"CABI, Canary Bird, 673 Limuru Road, Muthaiga, P.O. Box 633-00621, Nairobi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/003ad2905,Farm Africa Kenya,64.5,https://ror.org/042e5sj03,mHealth (Kenya),63.2
MA,"Ethnopharmacology and Pharmacognosy Team, Faculty of Sciences and Technology, Errachidia, Moulay Ismaïl University, Meknes, Morocco",5,https://ror.org/022dg8423,Danone (Morocco),80.0,https://ror.org/03ymhqy66,Hassan II Academy of Science and Technology,74.4,https://ror.org/00s1ymf55,ACRI-EC (Morocco),72.0
GH,"CABI, Accra, Ghana",5,https://ror.org/00dkekd57,"Institute of Economic Affairs, Ghana",69.2,https://ror.org/00cn65j92,Bomarts Farms (Ghana),64.3,https://ror.org/03m83wh67,National Blood Service Ghana,64.0
CM,"Institute of Agricultural Research for the Development (IRAD), Bertoua, Cameroon",5,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/02g4e1v18,Metabiota (Cameroon),78.8,https://ror.org/031q99e43,Institut PrépaVogt,69.0
DZ,"APELEC Laboratory, Djillali Liabes University of Sidi Bel-Abbes, Algeria",5,https://ror.org/02571vj15,University of Skikda,85.0,https://ror.org/03g41pw14,University of Blida,84.2,https://ror.org/01h4ne021,NEAL (Algeria),81.8
ZA,"Slum Dwellers International, Cape Town, South Africa",5,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2,https://ror.org/01gqqqf26,Mylan (South Africa),87.5
SZ,"Raleigh Fitkin Memorial Hospital, Manzini, Swaziland",5,https://ror.org/00pbws926,Family Life Association of Swaziland,57.1,https://ror.org/05nv2rz39,University of Eswatini,48.6,https://ror.org/0539w9883,Eswatini Economic Policy Analysis and Research Centre,43.7
DZ,"Higher National School of Management, Algeria",5,https://ror.org/055smf976,Higher National School of Forests,88.1,https://ror.org/01h4ne021,NEAL (Algeria),81.8,https://ror.org/02jk75847,Higher National Veterinary School,80.0
ET,"The Fred Hollows Foundation, Addis Ababa, Ethiopia",5,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/045205d09,Clinton Foundation,72.2
ZA,"Health Systems Research Unit, Medical Research Council of South Africa, Cape Town, South Africa",5,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/02sz0wz08,Health Systems Trust,89.5,https://ror.org/05vkc3y92,Omnia (South Africa),88.2
BI,"Centre Hospitalo-Universitaire de Kamenge, Bujumbura, Burundi",5,https://ror.org/05x1fgy66,Hope Africa University,63.6,https://ror.org/054836590,Kibuye Hope Hospital,62.9,https://ror.org/003vfy751,Université du Burundi,62.5
EG,"Egyptian Propylene and Polypropylene Company, Port Said, Egypt",5,https://ror.org/04zpt4h82,IBM (Egypt),82.4,https://ror.org/04se07z51,Misc (Egypt),77.8,https://ror.org/0504hx432,Egyptian Museum,75.0
MA,"Data4Earth Laboratory, Sultan Moulay Slimane University, Beni Mellal, Morocco",5,https://ror.org/022dg8423,Danone (Morocco),75.0,https://ror.org/02m8tb249,Université Sultan Moulay Slimane,75.0,https://ror.org/00s1ymf55,ACRI-EC (Morocco),72.0
ZA,"Department of Politics and International Relations, North West University, Mafikeng, South Africa",5,https://ror.org/010f1sq29,North-West University,95.2,https://ror.org/03ve8wd49,GS1 South Africa,93.3,https://ror.org/05vkc3y92,Omnia (South Africa),84.8
CM,"Department of Biochemistry, Faculty of Science, University of Yaoundé I, Yaoundé, Cameroon",5,https://ror.org/022zbs961,Université de Yaoundé I,87.0,https://ror.org/04cdn6p56,ICT University,85.7,https://ror.org/03dj0nw15,WWF Cameroon,85.7
MA,"High Institute of Nursing Professions and Health Techniques annex Taza, Fez, Morocco",5,https://ror.org/022dg8423,Danone (Morocco),75.0,https://ror.org/00s1ymf55,ACRI-EC (Morocco),72.0,https://ror.org/025rbpt60,Eurofilet (Morocco),71.4
EG,"Universal Health Insurance Authority, Cairo, Egypt",5,https://ror.org/04zpt4h82,IBM (Egypt),80.0,https://ror.org/009yat059,WADI Group (Egypt),76.9,https://ror.org/04se07z51,Misc (Egypt),75.0
ZA,"North West University, Mafikeng, South Africa",5,https://ror.org/010f1sq29,North-West University,95.2,https://ror.org/03ve8wd49,GS1 South Africa,93.3,https://ror.org/05vkc3y92,Omnia (South Africa),84.8
CM,"HIV/AIDS Prevention Research Network Cameroon, Kumba, Cameroon",5,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/02g4e1v18,Metabiota (Cameroon),80.0,https://ror.org/05asga947,Health and Human Development (2HD) Research Network,63.5
UG,"National Agricultural Research Laboratories, Kampala, Uganda",5,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/05rmt1x67,National Agricultural Research Organisation,87.8,https://ror.org/044aa1z42,National Agricultural Research Institute,87.3
KE,"Health Options for Young Men on HIV/AIDS/STI (HOYMAS), Nairobi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/05tqsj653,Family Health Options Kenya,71.4,https://ror.org/02353ej91,LVCT Health,70.6
ML,"Miseli, Bamako, Mali",5,https://ror.org/011tecf62,Université des Lettres et des Sciences Humaines de Bamako,64.7,https://ror.org/023rbaw78,"Université des Sciences, des Techniques et des Technologies de Bamako",64.5,https://ror.org/03pr7e672,Université des Sciences Juridiques et Politiques de Bamako,62.1
ZA,"Clowns Without Borders South Africa, Cape Town, South Africa",5,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2,https://ror.org/01gqqqf26,Mylan (South Africa),87.5
ET,"FHI 360, Addis Ababa, Ethiopia",5,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
UG,"Pilgrim Africa, Kampala, Uganda",5,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
TZ,"Health Promotion and System Strengthening (HPSS) Project, Dodoma, Tanzania",5,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),71.4,https://ror.org/00wdr9f58,Saifee Hospital Tanzania,61.1
NG,"Family Health International, Abuja, Nigeria",5,https://ror.org/02bjqnd50,Pro Health International,87.5,https://ror.org/01h8ejk57,National Library of Nigeria,77.6,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0
ZA,"Medical Research Council, Pretoria, South Africa",5,https://ror.org/05vkc3y92,Omnia (South Africa),91.4,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/02a4gss26,Sasol (South Africa),87.5
NG,"Department of Paediatrics, Enugu State University Teaching Hospital, Enugu, Nigeria",5,https://ror.org/05rbm8n02,Ogun State University Teaching Hospital,94.9,https://ror.org/04h3ct388,Imo State University Teaching Hospital,92.1,https://ror.org/04hfv3620,Benue State University,90.9
NG,"Planned Parenthood Federation of Nigeria, Abuja, Nigeria",5,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/02ypmq936,Caritas Nigeria,75.0,https://ror.org/009tveq15,National Open University of Nigeria,67.7
ZM,"Department of Agriculture and Aquatic Sciences, Kapasa Makasa University, Chinsali, Zambia",5,https://ror.org/0472vpe75,Mukuba University,82.4,https://ror.org/03ke6ew70,Department of Fisheries,78.0,https://ror.org/04p54bb05,Zambart,76.9
KE,"University of Washington Global Assistance Program-Kenya, Nairobi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/00hzs6t60,University of Embu,87.5,https://ror.org/03rk9qf06,University of Kabianga,83.7
KE,"Partners in Health Research and Development, Thika, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,82.4,https://ror.org/0144ggd58,International Research and Development Actions,76.1,https://ror.org/00ksgqc53,Partners for Health and Development in Africa,74.2
ET,"Public Health Research Consultant, Addis Ababa, Ethiopia",5,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
LY,"Alkhadra Hospital, Libya",5,https://ror.org/04131zp69,Tripoli Central Hospital,64.7,https://ror.org/01myteh25,AlJafara University,52.9,https://ror.org/05s3qq987,Libyan Academy,52.6
GH,"School of Public Health, Ghana",5,https://ror.org/02zsyv822,Parliament of Ghana,62.1,https://ror.org/02ke5e989,Klintaps University College of Health and Allied Sciences,62.1,https://ror.org/00w07t135,Friends of the Earth-Ghana,58.5
LY,"Tripoli University Hospital, Libya",5,https://ror.org/02ytxkh27,Sirte University,75.0,https://ror.org/02zctvr17,Nalut University,75.0,https://ror.org/017mqhz69,Tobruk University,70.6
KE,"ICAP at Columbia University, Nairobi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/03sd9v004,Umma University,86.7,https://ror.org/04p6eac84,Moi University,85.7
TZ,"National Malaria Control Programme, Dar es Salaam, Tanzania",5,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),75.9,https://ror.org/00wdr9f58,Saifee Hospital Tanzania,68.3
SL,"Sierra Leone Field Epidemiology Training Program, Freetown, Sierra Leone",5,https://ror.org/045rztm55,University of Sierra Leone,72.7,https://ror.org/01xn54007,World Health Organization - Sierra Leone,62.7,https://ror.org/01sj7p872,St John of God Hospital Sierra Leone,60.4
MG,"Peadiatric Ward, Centre Hospitalier de Soavinandriana, Antananarivo, Madagascar",5,https://ror.org/01erhpg17,Catholic University of Madagascar,62.7,https://ror.org/02w4gwv87,University of Antananarivo,61.5,https://ror.org/040yw9w41,Madagasikara Voakajy,60.0
DZ,"Department of Technology, University Center Salhi Ahmed Naama (Ctr. Univ. Naama), P.O. Box 66, Naama, 45000, Algeria",5,https://ror.org/01h4ne021,NEAL (Algeria),80.0,https://ror.org/016jwfw49,University Center of Barika,77.8,https://ror.org/04ecnk821,University Center of Aflou,76.9
CD,"Institut National de Recherche Biomedicale, Kinshasa, Democratic Republic Congo",5,https://ror.org/00t6rqp97,Wildlife Conservation Society Democratic Republic of the Congo,66.7,https://ror.org/054m41m41,Institut National du Bâtiment et des Travaux Publics,63.5,https://ror.org/03qyfje32,National Institute of Biomedical Research,61.0
BF,"Davycas International, Ouagadougou, Burkina Faso",5,https://ror.org/047394f17,Institut National de Santé Publique du Burkina Faso,58.4,https://ror.org/01d08jk87,BARKA Foundation,57.1,https://ror.org/02hrqje66,University of Koudougou,56.5
GH,"Department of Community Health, College of Health, Yamfo, Ghana",5,https://ror.org/048pp2f81,Mount Mary College of Education,67.7,https://ror.org/02zsyv822,Parliament of Ghana,66.7,https://ror.org/039nk8734,Ada College of Education,66.7
GH,"L & E Research Consult Ltd, Upper West Region, Wa, Ghana",5,https://ror.org/034eg5a26,Government of Ghana,62.5,https://ror.org/00k6vc568,Dodowa Health Research Centre,62.2,https://ror.org/00cn65j92,Bomarts Farms (Ghana),60.0
UG,"Department of Medicine, Uganda Martyrs Hospital Lubaga, Kampala, Uganda",5,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
TZ,"Haydom Global Health Research Centre, Haydom, Tanzania",5,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),71.4,https://ror.org/0300qkv14,Zanzibar Health Research Institute (ZAHRI),64.1
BW,"National Health Laboratory, Gaborone, Botswana",5,https://ror.org/01encsj80,University of Botswana,66.7,https://ror.org/00tet8b29,The Botswana Society,66.7,https://ror.org/00afwwp34,Statistics Botswana,64.3
KE,"East African Medical Journal, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,77.8,https://ror.org/042e5sj03,mHealth (Kenya),76.2,https://ror.org/04f9r2a11,East African University,75.0
KE,"KEMRI-Wellcome Trust Research Programme, P.O. Box 43640-00100, Nairobi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/02k8cz130,Umande Trust,66.7,https://ror.org/003ad2905,Farm Africa Kenya,64.5
TZ,"CSK Research Solutions, Mtwara, Tanzania",5,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),73.3,https://ror.org/00jway472,"Water Institute, Tanzania",64.9
BJ,"Entomology department, Centre de Recherche Entomologique de Cotonou, Cotonou, 01BP882, Benin",5,https://ror.org/03s917w10,Institut de Recherche Clinique du Bénin,61.5,https://ror.org/032qezt74,Institut de Recherche pour le Développement,58.1,https://ror.org/023g17d47,Centre de recherche en reproduction humaine et en démographie,55.7
GN,"Centre National de Formation et de Recherche en Santé Rurale de Maferinyah, Forecariah, Guinea",5,https://ror.org/05gvkv284,Institut de Recherche Agronomique de Guinée,60.5,https://ror.org/00vww8g40,Centre Universitaire de Labé,59.6,https://ror.org/04zpbyn04,Institut National de Santé Publique,59.0
MW,"Beit Cure International Hospital, Blantyre, Malawi",5,https://ror.org/04wse0k98,Bwaila Hospital,73.3,https://ror.org/00jqwr190,Dignitas International,72.7,https://ror.org/03k6h6357,Museum of Malawi,66.7
KE,"Amboseli Trust for Elephants, Nairobi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/019ae2j05,Save the Elephants,66.7,https://ror.org/0157ysg68,ETC East Africa (Kenya),64.9
GH,"Department of Building Technology, KNUST, Kumasi, Ghana",5,https://ror.org/02zsyv822,Parliament of Ghana,66.7,https://ror.org/00cn65j92,Bomarts Farms (Ghana),62.1,https://ror.org/05jtyp735,Webster University Ghana,61.5
KE,"Population Council-Kenya, Nairobi, Kenya",5,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/003ad2905,Farm Africa Kenya,68.8,https://ror.org/0410jfe71,British Council,66.7
NA,"Namibia Nature Foundation, Windhoek, Namibia",5,https://ror.org/03tf2hn88,Potentia (Namibia),74.1,https://ror.org/045w94e48,Desert Research Foundation of Namibia,69.6,https://ror.org/00w0c8s08,National Library of Namibia,66.7
TG,"Laboratoire d'Ecologie et d'Ecotoxicologie, Faculté des Sciences, Université de Lomé, Lomé, Togo",5,https://ror.org/00wc07928,University of Lomé,83.3,https://ror.org/001pma463,University of Kara,61.1,https://ror.org/0454rb348,University of Science and Technology of Togo,58.3
ZA,"Fundisa African Academy of Medicines Development, Cape Town, South Africa",5,https://ror.org/02qj02q19,EIS AFRICA,90.0,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2
GW,"Instituto da Biodiversidade e das Áreas Protegidas (IBAP), Bissau, Guinea-Bissau",5,https://ror.org/03aam4v69,Universidade Colinas de Boé,63.0,https://ror.org/00946w275,Instituto Nacional de Estudos e Pesquisa,59.0,https://ror.org/0496dtf02,Universidade Lusófona da Guiné,56.7
